Protein FDR Confidence;Accession;Gene symbol;Protein evidence;Protein name;Exp. q-value;Sum PEP Score;Coverage;# Peptides;# PSMs;# Unique Peptides;# Protein Groups;# AAs;MW [kDa];calc. pI;Score Sequest HT;# Peptides Sequest HT;Score Mascot;# Peptides Mascot;Norm Intensity;iBAQ;Log2 iBAQ
High;NX_Q8NBK3-1;SUMF1;1;Sulfatase-modifying factor 1 isoform Iso 1;0;71;21.66;7;23;7;1;374;40.5;6.65;69.75;7;342;7;20073411.97;1672784.331;20.67
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95249-1;GOSR1;1;Golgi SNAP receptor complex member 1 isoform Iso 1;0;70;34.4;6;14;6;1;250;28.6;9.42;33.3;5;107;6;20943081.87;1308942.617;20.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H0W8-1;SMG9;1;Protein SMG9 isoform Iso 1;0;70;23.85;7;20;7;1;520;57.6;7.01;44.38;5;131;7;25378669.39;1335719.442;20.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13247-1;SRSF6;1;Serine/arginine-rich splicing factor 6 isoform SRP55-1;0;70;31.4;13;58;8;1;344;39.6;11.43;110.94;12;510;13;260170025.7;16260626.6;23.95
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H9E3-1;COG4;1;Conserved oligomeric Golgi complex subunit 4 isoform Iso 1;0;70;18.09;12;16;12;1;785;89;5.19;31.27;12;79;12;18024266.21;429149.1955;18.71
;;;;;;;;;;;;;;;;;;;;;
High;NX_P06703-1;S100A6;1;Protein S100-A6 isoform Iso 1;0;70;65.56;9;182;9;1;90;10.2;5.48;141.09;8;1047;9;2967293402;593458680.4;29.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99447-3;PCYT2;1;Ethanolamine-phosphate cytidylyltransferase isoform Iso 3;0;70;32.92;10;15;10;1;407;45.6;6.73;37.02;10;92;10;14637787.8;665353.9909;19.34
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96ST2-1;IWS1;1;Protein IWS1 homolog isoform Iso 1;0;70;11.36;9;19;9;1;819;91.9;4.69;50.77;9;145;9;44138538.79;1076549.727;20.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96EL3-1;MRPL53;1;39S ribosomal protein L53, mitochondrial isoform Iso 1;0;70;58.93;5;15;5;1;112;12.1;8.76;38.8;5;135;5;38267246.83;4783405.854;22.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9P0J7-1;KCMF1;1;E3 ubiquitin-protein ligase KCMF1 isoform Iso 1;0;70;21;7;17;7;1;381;41.9;5.66;61.12;7;165;7;18566219.01;1237747.934;20.24
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NBU5-1;ATAD1;1;ATPase family AAA domain-containing protein 1 isoform Iso 1;0;70;33.52;10;17;10;1;361;40.7;6.9;44.09;10;177;8;34939160.65;2055244.744;20.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BQ61-1;C19orf43;1;Uncharacterized protein C19orf43 isoform Iso 1;0;70;35.8;7;26;7;1;176;18.4;9.44;56.88;7;146;6;30846598.14;6169319.628;22.56
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y679-2;AUP1;1;Ancient ubiquitous protein 1 isoform Short;0;70;32.44;7;15;7;1;410;45.8;8.65;43.62;6;119;7;22983703.43;1209668.602;20.21
;;;;;;;;;;;;;;;;;;;;;
High;NX_P78356-1;PIP4K2B;1;Phosphatidylinositol 5-phosphate 4-kinase type-2 beta isoform Iso 1;0;70;24.28;10;21;4;1;416;47.3;7.33;50.11;10;284;10;31236929.96;1644048.945;20.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_P42126-1;ECI1;1;Enoyl-CoA delta isomerase 1, mitochondrial isoform Iso 1;0;70;29.14;7;24;7;1;302;32.8;8.54;48.92;6;435;7;39087083.44;2791934.532;21.41
;;;;;;;;;;;;;;;;;;;;;
High;NX_P09758-1;TACSTD2;1;Tumor-associated calcium signal transducer 2 isoform Iso 1;0;70;24.46;5;21;5;1;323;35.7;8.87;78.35;5;293;5;37794778.16;2699627.011;21.36
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14562-1;UBFD1;1;Ubiquitin domain-containing protein UBFD1 isoform Iso 1;0;70;48.54;8;20;8;1;309;33.4;5.77;36.02;6;190;8;47235072.45;5248341.384;22.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13951-2;CBFB;1;Core-binding factor subunit beta isoform Iso 2;0;70;34.22;5;18;5;1;187;22;5.58;50.55;5;339;5;50850229.67;5650025.519;22.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_P61077-2;UBE2D3;1;Ubiquitin-conjugating enzyme E2 D3 isoform Iso 2;0;70;42.57;5;36;2;1;148;16.8;7.3;99.79;5;363;5;174175938.3;43543984.57;25.38
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86UT6-1;NLRX1;1;NLR family member X1 isoform Iso 1;0;70;12.41;8;12;8;1;975;107.5;7.37;31.56;7;69;8;17540617.33;381317.7681;18.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_O76070-1;SNCG;1;Gamma-synuclein isoform Iso 1;0;70;81.1;7;28;7;1;127;13.3;4.86;72.37;7;405;7;57544461.42;7193057.678;22.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q4J6C6-1;PREPL;1;Prolyl endopeptidase-like isoform Iso 1;0;70;13.89;6;18;6;1;727;83.9;6.38;33.86;5;109;6;28733903.3;776591.9812;19.57
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H9B1-1;EHMT1;1;Histone-lysine N-methyltransferase EHMT1 isoform Iso 1;0;70;10.02;8;16;8;1;1298;141.4;5.76;37.87;8;75;7;13035187.81;220935.3866;17.75
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H4L7-2;SMARCAD1;1;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 isoform Iso 2;0;70;18.77;12;23;12;1;1028;117.5;5.55;52.01;12;133;10;28764355.39;653735.3497;19.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_P18887-1;XRCC1;1;DNA repair protein XRCC1 isoform Iso 1;0;70;23.85;11;21;11;1;633;69.4;6.39;33.08;10;89;10;23577447.26;842051.688;19.68
;;;;;;;;;;;;;;;;;;;;;
High;NX_P49006-1;MARCKSL1;1;MARCKS-related protein isoform Iso 1;0;70;66.67;7;22;7;1;195;19.5;4.67;35.03;3;500;7;40848814.12;6808135.686;22.7
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35244-1;RPA3;1;Replication protein A 14 kDa subunit isoform Iso 1;0;70;67.77;6;29;6;1;121;13.6;5.08;96.27;5;202;6;65504927.15;9357846.736;23.16
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96EK7-1;FAM120B;1;Constitutive coactivator of peroxisome proliferator-activated receptor gamma isoform Iso 1;0;69;20.99;14;25;14;1;910;103.7;5.69;57.48;14;185;14;31590372;644701.4693;19.3
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q16186-1;ADRM1;1;Proteasomal ubiquitin receptor ADRM1 isoform Iso 1;0;69;19.41;8;34;8;1;407;42.1;5.07;65.79;6;142;8;102824029.2;9347639.021;23.16
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43752-1;STX6;1;Syntaxin-6 isoform Iso 1;0;69;36.86;7;11;6;1;255;29.2;4.93;35.7;7;117;6;21417175.76;1784764.647;20.77
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96GX9-1;APIP;1;Methylthioribulose-1-phosphate dehydratase isoform Iso 1;0;69;31.4;6;25;6;1;242;27.1;7.12;66.1;6;250;6;27276012.42;1604471.319;20.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_P62913-2;RPL11;1;60S ribosomal protein L11 isoform Iso 2;0;69;52.54;8;123;1;1;177;20.1;9.6;296.45;7;1175;8;529506115.4;58834012.82;25.81
;;;;;;;;;;;;;;;;;;;;;
High;NX_P35250-1;RFC2;1;Replication factor C subunit 2 isoform Iso 1;0;69;38.98;11;22;11;1;354;39.1;6.44;59.55;11;251;11;33773149.55;1535143.162;20.55
;;;;;;;;;;;;;;;;;;;;;
High;NX_P47813-1;EIF1AX;1;Eukaryotic translation initiation factor 1A, X-chromosomal isoform Iso 1;0;69;54.86;7;45;7;1;144;16.5;5.24;76.27;7;387;6;199779699.8;28539957.11;24.77
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UPQ9-3;TNRC6B;1;Trinucleotide repeat-containing gene 6B protein isoform Iso 1;0;69;9.11;8;12;8;1;1833;193.9;6.76;13.51;6;67;8;8850303.237;124652.1583;16.93
;;;;;;;;;;;;;;;;;;;;;
High;NX_P00734-1;F2;1;Prothrombin isoform Iso 1;0;69;5.14;4;20;4;1;622;70;5.9;55.01;4;252;4;39271488.39;1266822.206;20.27
;;;;;;;;;;;;;;;;;;;;;
High;NX_P62253-1;UBE2G1;1;Ubiquitin-conjugating enzyme E2 G1 isoform Iso 1;0;69;37.06;8;20;8;1;170;19.5;5.3;34.93;7;61;8;26704124.21;2670412.421;21.35
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7Z7H5-1;TMED4;1;Transmembrane emp24 domain-containing protein 4 isoform Iso 1;0;69;32.16;6;33;5;1;227;25.9;8.28;103.16;6;381;6;76019087.1;6334923.925;22.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51531-1;SMARCA2;1;Probable global transcription activator SNF2L2 isoform Long;0;69;8.24;12;24;1;1;1590;181.2;7.2;44.42;11;180;11;48142925.03;815981.7802;19.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q01658-1;DR1;1;Protein Dr1 isoform Iso 1;0;69;45.45;6;19;6;1;176;19.4;4.75;52.44;6;131;6;32698535.98;4671219.425;22.16
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96JH7-1;VCPIP1;1;Deubiquitinating protein VCIP135 isoform Iso 1;0;69;12.52;11;13;11;1;1222;134.2;7.2;32.17;11;113;10;17238045.79;253500.6734;17.95
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92541-1;RTF1;1;RNA polymerase-associated protein RTF1 homolog isoform Iso 1;0;69;20.14;11;18;11;1;710;80.3;8.15;37.61;11;97;11;32511524;903097.8888;19.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H9C1-1;VIPAS39;1;Spermatogenesis-defective protein 39 homolog isoform Iso 1;0;68;20.49;9;15;9;1;493;57;7.4;32.41;8;127;8;14153025.55;524186.1314;19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9P032-1;NDUFAF4;1;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 isoform Iso 1;0;68;54.29;11;30;11;1;175;20.3;8.82;57.39;10;268;11;66163331.81;4725952.272;22.17
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q53H96-1;PYCR3;1;Pyrroline-5-carboxylate reductase 3 isoform Iso 1;0;68;38.69;8;16;8;1;274;28.6;7.72;42.12;8;241;8;28476076.84;2190467.449;21.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q7L775-1;EPM2AIP1;1;EPM2A-interacting protein 1 isoform Iso 1;0;68;15.49;7;8;7;1;607;70.3;6.11;26.12;7;146;6;13590174.74;503339.805;18.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q2TAA2-1;IAH1;1;Isoamyl acetate-hydrolyzing esterase 1 homolog isoform Iso 1;0;68;33.87;5;14;5;1;248;27.6;5.3;31.67;4;106;5;24245188.79;2204108.072;21.07
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q13057-2;COASY;1;Bifunctional coenzyme A synthase isoform Iso 2;0;68;17.88;8;17;8;1;593;65.3;7.64;48.94;8;174;8;23303069.46;1294614.97;20.3
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y3A4-1;RRP7A;1;Ribosomal RNA-processing protein 7 homolog A isoform Iso 1;0;68;41.79;8;18;8;1;280;32.3;9.58;46.2;8;88;8;22872770.73;1759443.902;20.75
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRY6-1;PLSCR3;1;Phospholipid scramblase 3 isoform Iso 1;0;68;33.56;7;26;7;1;295;31.6;6.65;62.6;7;362;7;35441283.92;3544128.392;21.76
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NRX2-1;MRPL17;1;39S ribosomal protein L17, mitochondrial isoform Iso 1;0;68;28.57;6;18;6;1;175;20;10.11;48.35;6;182;6;53416206.58;4108938.968;21.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6NYC1-3;JMJD6;1;Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6 isoform Iso 3;0;68;24.4;8;18;8;1;414;47.6;8.73;37.51;8;150;8;24613880.81;1758134.343;20.75
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8WVM0-1;TFB1M;1;Dimethyladenosine transferase 1, mitochondrial isoform Iso 1;0;68;30.35;6;16;6;1;346;39.5;9.26;47.7;6;108;6;20676330.28;984587.156;19.91
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y237-2;PIN4;1;Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform Iso 2;0;68;46.15;6;23;6;1;156;16.6;9.96;69.78;6;323;6;46937741.68;5215304.632;22.31
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q6UW63-1;KDELC1;1;KDEL motif-containing protein 1 isoform Iso 1;0;68;19.52;8;17;8;1;502;58;7.71;43.23;8;153;8;27153592.49;822836.1361;19.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N699-1;MYCT1;1;Myc target protein 1 isoform Iso 1;0;68;22.98;6;23;6;1;235;26.6;9.83;63.68;6;305;6;54219967.21;7745709.601;22.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q96E11-1;MRRF;1;Ribosome-recycling factor, mitochondrial isoform Iso 1;0;68;29.01;5;18;5;1;262;29.3;9.79;60.11;5;198;5;29982376.05;2306336.619;21.14
;;;;;;;;;;;;;;;;;;;;;
High;NX_P83881-1;RPL36A;1;60S ribosomal protein L36a isoform Iso 1;0;68;36.79;5;38;1;1;106;12.4;10.58;108.13;5;612;5;212440138.1;53110034.53;25.66
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9HB40-1;SCPEP1;1;Retinoid-inducible serine carboxypeptidase isoform Iso 1;0;68;24.78;9;21;9;1;452;50.8;5.81;39.03;9;116;9;33460491.77;1968264.222;20.91
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q63ZY3-2;KANK2;1;KN motif and ankyrin repeat domain-containing protein 2 isoform Iso 2;0;68;22.58;10;18;9;1;859;91.9;5.63;41.06;8;183;10;19683273.91;468649.3788;18.84
;;;;;;;;;;;;;;;;;;;;;
High;NX_O60331-3;PIP5K1C;1;Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma isoform Iso 3;0;67;20.51;8;12;6;1;707;77.4;5.82;17.18;6;68;8;18788529.85;816892.602;19.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UP83-2;COG5;1;Conserved oligomeric Golgi complex subunit 5 isoform Iso 2;0;67;12.21;8;14;8;1;860;94.8;6.6;29.21;8;109;8;15876058.22;369210.6563;18.49
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14011-1;CIRBP;1;Cold-inducible RNA-binding protein isoform Iso 1;0;67;34.3;5;25;5;1;172;18.6;9.51;59.38;5;399;5;41471372.5;4147137.25;21.98
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8TBA6-1;GOLGA5;1;Golgin subfamily A member 5 isoform Iso 1;0;67;22.85;10;19;10;1;731;83;5.83;28.87;9;158;10;21205756.85;517213.5816;18.98
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q15434-1;RBMS2;1;RNA-binding motif, single-stranded-interacting protein 2 isoform Iso 1;0;67;21.62;6;25;5;1;407;43.9;9.07;53.37;6;120;6;57518452.12;5751845.212;22.46
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q68CQ7-1;GLT8D1;1;Glycosyltransferase 8 domain-containing protein 1 isoform Iso 1;0;67;23.99;8;18;8;1;371;41.9;9.35;45.42;7;110;8;23323959.4;1166197.97;20.15
;;;;;;;;;;;;;;;;;;;;;
High;NX_P48729-2;CSNK1A1;1;Casein kinase I isoform alpha isoform Iso 2;0;67;25.21;10;37;10;1;365;41.9;9.6;76.13;9;246;10;85069536.39;4253476.819;22.02
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y580-1;RBM7;1;RNA-binding protein 7 isoform Iso 1;0;67;34.21;6;11;6;1;266;30.5;9.57;20.46;5;139;6;14181248.76;945416.5837;19.85
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NUY8-1;TBC1D23;1;TBC1 domain family member 23 isoform Iso 1;0;67;18.45;9;15;9;1;699;78.3;5.41;41.09;9;88;9;15108376.63;503612.5542;18.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_O75391-1;SPAG7;1;Sperm-associated antigen 7 isoform Iso 1;0;67;39.21;7;20;7;1;227;26;7.91;31.51;5;90;7;35842295.7;3258390.518;21.64
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NYY8-1;FASTKD2;1;FAST kinase domain-containing protein 2, mitochondrial isoform Iso 1;0;67;17.46;9;14;9;1;710;81.4;8.05;30.11;9;118;8;21573998.05;513666.6203;18.97
;;;;;;;;;;;;;;;;;;;;;
High;NX_P25490-1;YY1;1;Transcriptional repressor protein YY1 isoform Iso 1;0;67;16.18;6;12;6;1;414;44.7;6.25;32.88;6;104;5;13004024.78;812751.5486;19.63
;;;;;;;;;;;;;;;;;;;;;
High;NX_P06730-2;EIF4E;1;Eukaryotic translation initiation factor 4E isoform Iso 2;0;67;35.48;8;43;8;1;248;28.8;6.42;92.22;7;313;8;136976190.9;10536630.07;23.33
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q03426-1;MVK;1;Mevalonate kinase isoform Iso 1;0;67;32.83;7;17;7;1;396;42.4;6.46;54.01;7;153;7;28035871.88;1649168.934;20.65
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BUK6-1;MSTO1;1;Protein misato homolog 1 isoform Iso 1;0;67;23.16;8;16;8;1;570;61.8;6.11;39.56;8;143;7;26465813.3;1260276.824;20.27
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q0VDF9-1;HSPA14;1;Heat shock 70 kDa protein 14 isoform Iso 1;0;67;27.31;9;19;9;1;509;54.8;5.59;62.37;9;121;9;29128197.49;1078822.129;20.04
;;;;;;;;;;;;;;;;;;;;;
High;NX_P36954-1;POLR2I;1;DNA-directed RNA polymerase II subunit RPB9 isoform Iso 1;0;67;78.4;7;22;7;1;125;14.5;5.14;57.45;7;174;7;25260553.58;3157569.197;21.59
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43447-1;PPIH;1;Peptidyl-prolyl cis-trans isomerase H isoform Iso 1;0;67;63.28;10;34;9;1;177;19.2;8.07;48.29;8;391;9;148646651.7;13513331.97;23.69
;;;;;;;;;;;;;;;;;;;;;
High;NX_P62837-1;UBE2D2;1;Ubiquitin-conjugating enzyme E2 D2 isoform Iso 1;0;67;42.86;4;30;1;1;147;16.7;7.83;86.4;4;288;4;153423463.4;38355865.84;25.19
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q56VL3-1;OCIAD2;1;OCIA domain-containing protein 2 isoform Iso 1;0;67;38.96;7;58;7;1;154;16.9;9.03;170.18;7;881;7;206782686.8;18798426.07;24.16
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14643-1;ITPR1;1;Inositol 1,4,5-trisphosphate receptor type 1 isoform Iso 1;0;67;4.53;10;28;3;1;2758;313.7;6.04;53.62;10;195;9;65249925.98;483332.785;18.88
;;;;;;;;;;;;;;;;;;;;;
High;NX_P51808-1;DYNLT3;1;Dynein light chain Tctex-type 3 isoform Iso 1;0;67;69.83;4;17;4;1;116;13.1;5.66;39.65;2;177;4;34765982.65;8691495.663;23.05
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BS40-1;LXN;1;Latexin isoform Iso 1;0;67;40.99;6;30;6;1;222;25.7;5.78;90.13;5;559;6;65109802.49;10851633.75;23.37
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14907-1;TAX1BP3;1;Tax1-binding protein 3 isoform Iso 1;0;67;46.77;4;41;4;1;124;13.7;8.48;117.1;3;1209;4;202913951.2;40582790.23;25.27
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UEU0-1;VTI1B;1;Vesicle transport through interaction with t-SNAREs homolog 1B isoform Long;0;67;36.21;7;16;7;1;232;26.7;9.04;36.51;6;196;7;20694993.6;1724582.8;20.72
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NEJ9-1;NGDN;1;Neuroguidin isoform Iso 1;0;67;38.1;7;13;7;1;315;35.9;9.57;19.03;5;114;7;19678112.87;1311874.191;20.32
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43414-1;ERI3;1;ERI1 exoribonuclease 3 isoform Iso 1;0;66;22.85;6;19;6;1;337;37.2;8.07;43.51;6;89;6;19295005.24;1378214.66;20.39
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q969Q0-1;RPL36AL;1;60S ribosomal protein L36a-like isoform Iso 1;0;66;36.79;5;36;1;1;106;12.5;10.65;104.69;5;592;5;212198159.1;53049539.78;25.66
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8N5M4-1;TTC9C;1;Tetratricopeptide repeat protein 9C isoform Iso 1;0;66;30.99;5;22;5;1;171;20;8.92;56.04;5;236;5;36005455.27;7201091.053;22.78
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y6K9-2;IKBKG;1;NF-kappa-B essential modulator isoform Iso 2;0;66;19.3;7;17;7;1;487;55.8;6.7;61.7;7;377;7;30388015.35;1125482.05;20.1
;;;;;;;;;;;;;;;;;;;;;
High;NX_P98172-1;EFNB1;1;Ephrin-B1 isoform Iso 1;0;66;32.95;7;16;5;1;346;38;8.94;37.89;6;171;7;21907422.89;1095371.144;20.06
;;;;;;;;;;;;;;;;;;;;;
High;NX_O14745-1;SLC9A3R1;1;Na(+)/H(+) exchange regulatory cofactor NHE-RF1 isoform Iso 1;0;66;34.64;8;18;8;1;358;38.8;5.77;48.76;8;232;8;33608251.84;1527647.811;20.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9NV96-1;TMEM30A;1;Cell cycle control protein 50A isoform Iso 1;0;66;22.44;7;25;7;1;361;40.7;8.59;64.59;6;258;7;33436956.7;2229130.446;21.09
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q8NEU8-3;APPL2;1;DCC-interacting protein 13-beta isoform Iso 3;0;66;19.55;8;14;8;1;670;75.1;4.93;36.96;8;97;6;15651687.07;401325.3095;18.61
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q99755-4;PIP5K1A;1;Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha isoform Iso 4;0;66;27.78;8;15;6;1;522;58.1;8.07;27.08;7;149;8;16594179.97;754280.9076;19.52
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y3D9-1;MRPS23;1;28S ribosomal protein S23, mitochondrial isoform Iso 1;0;66;55.26;9;35;9;1;190;21.8;8.9;86.34;9;281;8;72938399.89;6078199.991;22.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BQ95-1;ECSIT;1;Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial isoform Iso 1;0;66;34.11;9;16;9;1;431;49.1;6.29;38.14;9;109;9;9481020.892;430955.4951;18.72
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9BYN0-1;SRXN1;1;Sulfiredoxin-1 isoform Iso 1;0;66;75.91;6;19;6;1;137;14.3;8.19;59.95;6;155;6;45253510.36;5028167.817;22.26
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q92844-1;TANK;1;TRAF family member-associated NF-kappa-B activator isoform Long;0;66;27.29;7;17;7;1;425;47.8;5.68;37.28;5;113;6;17807036.19;937212.431;19.84
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9C035-1;TRIM5;1;Tripartite motif-containing protein 5 isoform Alpha;0;66;21.3;9;22;9;1;493;56.3;6.05;39.57;8;242;9;30914645.79;997246.6383;19.93
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y294-1;ASF1A;1;Histone chaperone ASF1A isoform Iso 1;0;66;34.31;6;17;5;1;204;23;4.41;27.98;5;181;6;21207564.71;3029652.101;21.53
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UFG5-1;C19orf25;1;UPF0449 protein C19orf25 isoform Iso 1;0;66;57.63;4;19;4;1;118;12.9;5.07;62.02;4;126;4;28170349.98;4024335.711;21.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_O15228-1;GNPAT;1;Dihydroxyacetone phosphate acyltransferase isoform Iso 1;0;66;18.38;9;15;9;1;680;77.1;6.57;32.16;9;149;8;17546703.5;501334.3857;18.94
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9UH62-1;ARMCX3;1;Armadillo repeat-containing X-linked protein 3 isoform Iso 1;0;66;28.76;8;17;8;1;379;42.5;8.37;39.73;8;218;8;21296029.67;1120843.667;20.1
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q14156-1;EFR3A;1;Protein EFR3 homolog A isoform Iso 1;0;66;15.59;9;16;9;1;821;92.9;6.7;46.09;9;113;8;25752515.12;572278.1137;19.13
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43920-1;NDUFS5;1;NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 isoform Iso 1;0;66;54.72;7;33;7;1;106;12.5;9.14;73.51;5;524;7;107995287.7;17999214.61;24.1
;;;;;;;;;;;;;;;;;;;;;
High;NX_O95319-3;CELF2;1;CUGBP Elav-like family member 2 isoform Iso 3;0;66;20.73;9;21;6;1;521;55.7;9.04;50.24;9;168;9;37986207.75;2234482.809;21.09
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q86VR2-1;RETREG3;1;Reticulophagy regulator 3 isoform Iso 1;0;66;23.61;6;18;6;1;466;51.4;4.97;41.35;4;139;6;28114257.59;1757141.099;20.74
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9Y6R0-1;NUMBL;1;Numb-like protein isoform Iso 1;0;66;19.7;10;19;5;1;609;64.9;8.85;40.51;10;141;10;27958158.66;1270825.393;20.28
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q58FG1-1;HSP90AA4P;5;Putative heat shock protein HSP 90-alpha A4 isoform Iso 1;0;66;13.16;5;261;2;1;418;47.7;5.19;755.35;4;2586;5;489370163.4;24468508.17;24.54
;;;;;;;;;;;;;;;;;;;;;
High;NX_O43657-1;TSPAN6;1;Tetraspanin-6 isoform Iso 1;0;65;18.78;5;23;5;1;245;27.5;8.1;66.42;5;150;5;50488488.02;4207374.002;22
;;;;;;;;;;;;;;;;;;;;;
High;NX_P46736-1;BRCC3;1;Lys-63-specific deubiquitinase BRCC36 isoform Iso 2;0;65;24.68;7;23;7;1;316;36;5.92;52.73;7;182;7;32616245.15;1812013.619;20.79
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q9H0U3-1;MAGT1;1;Magnesium transporter protein 1 isoform Iso 1;0;65;18.51;7;34;7;1;335;38;9.63;71.4;6;544;7;157997635.4;11285545.39;23.43
;;;;;;;;;;;;;;;;;;;;;
High;NX_Q10588-1;BST1;1;ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2 isoform Iso 1;0;65;23.9;7;26;7;1;318;35.7;7.8;66.24;7;202;7;49921935.99;2627470.315;21.33
;;;;;;;;;;;;;;;;;;;;;
